wrist,thumb_tip,index_tip,middle_tip,ring_tip,pinky_tip,label
0.0,0.6198389896634456,0.9331663259001587,0.9999999999999999,0.9457890121983291,0.8687321462004898,1
0.0,0.6201655003615257,0.9326166879599412,1.0,0.9391978811694378,0.8481747650943653,1
0.0,0.6214615670941703,0.9259466159555618,1.0,0.9393313502554977,0.855526648858291,1
0.0,0.6267598270160739,0.9247363254636843,1.0,0.9422277704429538,0.8550583447545589,1
0.0,0.629905500853147,0.9263910616268064,0.9999999999999999,0.9451102872071295,0.8575591301430939,1
0.0,0.631621401567162,0.9276005009214897,0.9999999999999999,0.9455150007226508,0.856417841717617,1
0.0,0.6274982264593713,0.9271215049372714,1.0,0.9400915025228453,0.846864335708435,1
0.0,0.6378078103249019,0.9346301813320461,1.0,0.9492731587956733,0.8532143907627598,1
0.0,0.6267555312098171,0.9328169875674179,1.0,0.9392364580359589,0.8448654692219703,1
0.0,0.6285658136760074,0.9320696352387016,1.0,0.9365854338480837,0.8432266004758528,1
0.0,0.6278779806701623,0.9309647359876857,1.0,0.9388996070938574,0.846735320276395,1
0.0,0.62911569311517,0.9274863969381626,0.9999999999999999,0.9368334856245211,0.8438794521684059,1
0.0,0.6282424162239131,0.9249235917085853,1.0,0.9390033583740623,0.8480265421633044,1
0.0,0.6326057377188189,0.9284953450712382,0.9999999999999999,0.9353119558843566,0.8450470672442226,1
0.0,0.6304766077600443,0.9276466201926827,1.0,0.9348541109819799,0.8446393207543901,1
0.0,0.6307778763973071,0.9264217077233554,0.9999999999999999,0.9354604614656248,0.8446779739615431,1
0.0,0.6306008902691591,0.9269593237425946,0.9999999999999999,0.9364835858860502,0.8449173390897183,1
0.0,0.6350692755975599,0.9278419132598196,1.0,0.9343949336613073,0.8423144250607786,1
0.0,0.6363729956692841,0.9294725429821508,1.0,0.9372446962970225,0.8434773637318116,1
0.0,0.637569593793073,0.9265114431215514,0.9999999999999999,0.936250170694298,0.8445173807394291,1
0.0,0.6379421965526025,0.9281012050829114,1.0,0.9356194677803764,0.8421207711021664,1
0.0,0.6368680032474411,0.9266378355985191,1.0,0.9354542437163105,0.8426820048088381,1
0.0,0.635884848593845,0.9283205167679383,1.0,0.9354298078688965,0.8425519203919308,1
0.0,0.6350710620079477,0.9281637774050392,1.0,0.9352661412624023,0.8430150028016393,1
0.0,0.6340825916665717,0.92732354523578,1.0,0.9358034270287572,0.8437137467466987,1
0.0,0.6328256546151813,0.928390342663024,1.0,0.9345698889607587,0.8422579010655182,1
0.0,0.6327446793231906,0.9276866802758604,1.0,0.9339935952860675,0.8441412117890632,1
0.0,0.6223446894394841,0.9299786369324549,1.0,0.9334507273090208,0.8445647942896859,1
0.0,0.6213229931215142,0.9317202100639422,0.9999999999999999,0.9362658964855606,0.8407881876554494,1
0.0,0.6117723169447656,0.9330719615235767,1.0,0.933306453411117,0.8358893180502814,1
0.0,0.6120935188035764,0.9367462063585009,1.0,0.9317054561780644,0.8327090158717229,1
0.0,0.5964760976643929,0.9384763808197277,1.0,0.9339758177883974,0.8219803891992138,1
0.0,0.5971235318616964,0.937688298483394,1.0,0.9320394495764244,0.8234780020528589,1
0.0,0.5956698076731981,0.938148030954382,1.0,0.933287574479286,0.8204065106639953,1
0.0,0.5934504240956355,0.9418932848264705,0.9999999999999999,0.9356116061607254,0.8175145571478858,1
0.0,0.6011219708390809,0.9410494094432835,1.0,0.9380604358847755,0.8238883883751926,1
0.0,0.6033482777954311,0.9418863410542859,1.0,0.9407562694374826,0.8298268482460274,1
0.0,0.5975960536592391,0.9434059345943622,0.9999999999999999,0.9374459769075504,0.8237905869813461,1
0.0,0.6011937974692527,0.9446502466652248,0.9999999999999999,0.9361214990176161,0.819937268566545,1
0.0,0.6016016656378054,0.9429055380959195,0.9999999999999999,0.9420301845945704,0.8232022374101059,1
0.0,0.601584380538812,0.9456408365929622,1.0,0.9360875064620603,0.8258105536851195,1
0.0,0.5976774718236114,0.9416336706170491,1.0,0.9260971595245365,0.8202266728700992,1
0.0,0.5985226432442117,0.9413117676616837,0.9999999999999999,0.9273452642889615,0.8201155521932694,1
0.0,0.599040738228293,0.9429503094911024,1.0,0.9268328555623803,0.818863230608096,1
0.0,0.6017414366212145,0.9403863024642437,1.0,0.9255550353957417,0.821727209672545,1
0.0,0.6054505000393994,0.939280546575636,1.0,0.9262356028738599,0.8216157021355497,1
0.0,0.607881370563115,0.9411726653573856,0.9999999999999999,0.9280407947826476,0.8237208389135263,1
0.0,0.6094089451246274,0.9381417292994996,1.0,0.9297120954234256,0.8152640349404304,1
0.0,0.6096050080750646,0.94133980778738,1.0,0.9265229175664065,0.8226234223371611,1
0.0,0.6121661004632936,0.9385662830272405,0.9999999999999999,0.9236416911104073,0.8176740759033494,1
