wrist,thumb_tip,index_tip,middle_tip,ring_tip,pinky_tip,label
0.0,1.172210354004919,1.04899064794633,1.0,0.9323069629298761,0.906242502305623,0
0.0,1.2322691409457214,1.0483187602499588,1.0,0.9211009653700242,0.8899859791307551,0
0.0,1.2352787386205029,1.0599485940847901,1.0,0.9121483270755147,0.8639775167082558,0
0.0,1.2436576372558874,1.0564657890968998,1.0,0.8985787256330371,0.8714673737905493,0
0.0,1.156982241266757,1.010383568168397,1.0,0.9161798290288998,0.8637668353849572,0
0.0,1.2163874548889264,1.0450419961445145,1.0,0.9148784781080539,0.8810851398740827,0
0.0,1.170548711120242,1.020089689930595,1.0,0.9170515771466667,0.8910635080000137,0
0.0,1.1905116562346367,1.0238433657376518,1.0,0.923673730169678,0.8877425936307917,0
0.0,1.1713877542066904,1.025480222518861,0.9999999999999999,0.9118625121374522,0.8802037520419699,0
0.0,1.1801589960570686,1.030343810267321,1.0,0.9143807119498916,0.8711775420397386,0
0.0,1.1997743679238602,1.02449946561614,0.9999999999999999,0.9123424587884893,0.8625097473517662,0
0.0,1.1623328301172824,1.0244203954570008,1.0,0.9052107518526101,0.8642092396144029,0
0.0,1.1608899932495917,1.0305817351531374,1.0,0.8924800012551901,0.847208514399639,0
0.0,1.138195062972999,1.020357921380434,1.0,0.9052319057054478,0.8596408425033718,0
0.0,1.1597950776367272,1.029045885937312,1.0,0.9137774157792357,0.8640770671446818,0
0.0,1.163392459719792,1.0236257821256614,0.9999999999999999,0.8970789190855024,0.853857798428749,0
0.0,1.1772096859808066,1.0405531070446463,0.9999999999999999,0.910503307316055,0.8607686071004624,0
0.0,1.2239418875086072,1.0593853248041776,1.0,0.9070931520242103,0.8686469640473182,0
0.0,1.2255854693380925,1.06085398157807,1.0,0.899873705668219,0.8627283116453159,0
0.0,1.25782022187703,1.0736627641620593,0.9999999999999999,0.8868761987035159,0.8455262569794022,0
0.0,1.2280804845375684,1.0764192157399306,1.0,0.8858400321589244,0.853960660323407,0
0.0,1.2561831856982284,1.0598076979150528,0.9999999999999999,0.8917106016734694,0.8648878598798264,0
0.0,1.267665003194195,1.0452515749327373,1.0,0.9051955865603056,0.9078041809352785,0
0.0,1.2516840987680389,1.0496518876273722,1.0,0.9025514903551476,0.9028647182608666,0
0.0,1.3532775181417298,1.0641629758098639,1.0,0.9170242750949172,0.9610927960560207,0
0.0,1.4064795954790141,1.0590718550809088,0.9999999999999999,0.9753185135782618,1.0154416686059764,0
0.0,1.4052839241356827,1.0568152935866755,1.0,0.9793549529357308,0.9998710893906265,0
0.0,1.4039884959762567,1.0526238769192011,1.0,1.006781978150269,1.0357632636850245,0
0.0,1.366066970774871,1.0459827205491892,1.0,1.0038103130223348,1.0218680464956205,0
0.0,1.3241074516658957,1.0435612138610995,1.0,1.0016544779522116,1.0190559753662438,0
0.0,1.2963851676765477,1.0437105944709493,1.0,0.997889088881358,0.9993614265383813,0
0.0,1.2745782273179285,1.019745419428786,0.9999999999999999,0.9955238371387761,0.9962632507846566,0
0.0,1.4300339969121418,1.02811207294315,0.9999999999999999,0.9972932911632146,0.9939233113049237,0
0.0,1.4790183481465125,1.037192841650128,1.0,0.993436186575253,0.9882586549865561,0
0.0,1.5604866108018187,1.0545967152383668,0.9999999999999999,1.000904415234017,1.004433420754141,0
0.0,1.5141002268780508,1.0250477911371754,1.0,0.9931479003018364,0.982948043863199,0
0.0,1.5531620782386613,1.0586396479323328,1.0,0.985714965740947,0.9956725124091572,0
0.0,1.5591943878727577,1.0573646326150736,1.0,0.9983863125219185,1.0094894648868824,0
0.0,1.5489553367626614,1.0537593567123351,1.0,0.9990967422089165,1.0135148384138712,0
0.0,1.550252961020295,1.0550391493573608,1.0,1.0046871434982285,1.0208693399882733,0
0.0,1.5484532452404054,1.060404574158011,1.0,1.0031153813787972,1.0220345221013734,0
0.0,1.551161412317861,1.0568512866209425,0.9999999999999999,1.0046700035119087,1.027532998673462,0
0.0,1.5542477339338283,1.058243204734591,1.0,1.000717530716197,1.0197677381638302,0
0.0,1.55885535590652,1.0586582286037547,1.0,1.0024493416270392,1.021294279806973,0
0.0,1.563139512052659,1.0543079966337598,1.0,0.9988437509603788,1.0152280128141653,0
0.0,1.567351886634263,1.0578349991770528,0.9999999999999999,0.9984024671949567,1.019186918989105,0
0.0,1.5774896260564888,1.0615842231146984,1.0,0.9992391284436598,1.0249065659462817,0
0.0,1.5819627410615826,1.0635271079592612,1.0,0.9974032832006368,1.024164114938467,0
0.0,1.592636337766709,1.0566461531595501,1.0,0.990048084384468,1.0133396516264752,0
0.0,1.5902881273578575,1.0577561511735372,1.0,0.988310216880813,1.0121219067121459,0
0.0,1.5958352063605492,1.0581668315953041,0.9999999999999999,0.9960809282606701,1.0163925033418442,0
0.0,1.598552616696665,1.0572435517897325,1.0,0.9901446422728811,1.00124151214124,0
0.0,1.601119635248495,1.0688070511329828,1.0,0.988783206465458,1.0107977398033778,0
0.0,1.5877254517031112,1.0578724661006627,0.9999999999999999,0.9870249449028993,1.0134189352603105,0
0.0,1.5793103787050746,1.0509127262719842,0.9999999999999999,1.001945058837829,1.0183527414827667,0
0.0,1.5791790889366393,1.0563367838044906,1.0,0.9980262922269489,1.014398322133989,0
0.0,1.5670221791858492,1.0461585113708955,1.0,0.9907931659078392,0.9995014245308407,0
0.0,1.5747541378295593,1.0547131042621831,0.9999999999999999,0.9917613805465334,0.9979614685798045,0
0.0,1.5683101729838071,1.0461424592300752,1.0,0.9919347008552825,0.999414521331464,0
0.0,1.57287545806832,1.0348666532365962,1.0,0.9907532262982313,0.9894038143272214,0
0.0,1.5790234291815064,1.0355891515970213,1.0,0.9883721299874639,0.9859510077545741,0
0.0,1.5802570628993482,1.0393796935883124,0.9999999999999999,0.9964706597724255,0.9995701630798778,0
0.0,1.5723860620486287,1.0375916457409027,1.0,0.9907498534431274,1.0014154505275903,0
0.0,1.560613026467447,1.0295642832205805,0.9999999999999999,0.9921547008522625,0.9980079639778269,0
0.0,1.5741729292266706,1.0382956776656656,1.0,0.9861532522899247,0.994028838468108,0
0.0,1.5565197277539657,1.031727181585472,0.9999999999999999,0.9902125779401955,0.9991067859103997,0
0.0,1.5539299739275816,1.0361778380667586,0.9999999999999999,0.9787515100648971,0.982759906717435,0
0.0,1.5531192362227946,1.0330168523064156,0.9999999999999999,0.986081240906172,0.9886183722061342,0
0.0,1.5476505056516134,1.0299550768048065,1.0,0.9841859374010464,0.9817556086037732,0
0.0,1.5586715330257035,1.0297519667955974,1.0,0.9866233353459659,0.9844596102634562,0
0.0,1.56576705073108,1.0385963276889025,1.0,0.9837257451432476,0.9870807560583378,0
0.0,1.5773057246686768,1.04322895705459,1.0,0.9839659665781152,0.9900313189618164,0
0.0,1.5880747324656908,1.04637946786658,1.0,0.9866672720351859,0.9919075203910854,0
0.0,1.5749322670234407,1.040039249298416,1.0,0.9895528341988575,0.991458420353756,0
0.0,1.5775938655987098,1.0398376029446026,1.0,0.9828919379480353,0.9912746356940475,0
